Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
prune80,32.76189112663269,0.9640699103474617,0.034152021107729476,72129698,304967.5
prune85,32.734792947769165,0.9641510620713234,0.03436506778234612,54097727,228726.0
prune90,32.674113035202026,0.9640600755810738,0.03500318992882963,36065638,152484.0
